,status,totalResults,source,author,title,description,url,urlToImage,publishedAt,content
10,ok,1947,"{'id': 'reuters', 'name': 'Reuters'}",,U.S. Supreme Court won't hear Apple's bid to revive Qualcomm patent challenges - Reuters.com,"The U.S. Supreme Court on Monday declined to hear Apple Inc's <a href=""https://www.reuters.com/companies/AAPL.O"" target=""_blank"">(AAPL.O)</a> bid to revive an effort to cancel two Qualcomm Inc <a href=""https://www.reuters.com/companies/QCOM.O"" target=""_blank""…",https://www.reuters.com/business/us-supreme-court-wont-hear-apples-bid-revive-qualcomm-patent-challenges-2022-06-27/,https://www.reuters.com/resizer/YSm0VSyPO4XyzjscDeEUM-KQoBU=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/X7UDHCYNRVLM7JQ33ATLIA3VDA.jpg,2022-06-27T13:49:00Z,"WASHINGTON, June 27 (Reuters) - The U.S. Supreme Court on Monday declined to hear Apple Inc's (AAPL.O) bid to revive an effort to cancel two Qualcomm Inc (QCOM.O) smartphone patents despite the globa… [+2154 chars]"
11,ok,1947,"{'id': 'reuters', 'name': 'Reuters'}",,Dutch watchdog says Apple to offer other payment methods in dating apps - Reuters,"The Netherlands' antitrust watchdog on Saturday said Apple Inc <a href=""https://www.reuters.com/companies/AAPL.O"" target=""_blank"">(AAPL.O)</a> will allow different payment methods in Dutch dating applications, ending a dispute that resulted in the company bei…",https://www.reuters.com/technology/dutch-watchdog-says-apple-offer-other-payment-methods-dating-apps-2022-06-11/,https://www.reuters.com/resizer/GszRdyQbioTPnr-rZU6NYFDXZow=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/JFVFZXPSHFISFJOITVBA2Y6ILU.jpg,2022-06-11T13:58:00Z,"June 11 (Reuters) - The Netherlands' antitrust watchdog on Saturday said Apple Inc (AAPL.O) will allow different payment methods in Dutch dating applications, ending a dispute that resulted in the co… [+1655 chars]"
12,ok,1947,"{'id': 'reuters', 'name': 'Reuters'}",,Analysis: Apple's next frontier is your car's dashboard - Reuters,"Apple Inc <a href=""https://www.reuters.com/companies/AAPL.O"" target=""_blank"">(AAPL.O)</a> wants to power the dashboard of your next car, but first it must convince automakers they will not end up surrendering future profits to the iPhone company like the make…",https://www.reuters.com/technology/apples-next-frontier-is-your-cars-dashboard-2022-06-07/,https://www.reuters.com/resizer/7wLLSx3o4Lgqz44qLehTo-dRPoo=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/JSQ2R2ABARNAXNH2X3SNVYA2BI.jpg,2022-06-07T17:48:00Z,"June 7 (Reuters) - Apple Inc (AAPL.O) wants to power the dashboard of your next car, but first it must convince automakers they will not end up surrendering future profits to the iPhone company like … [+5746 chars]"
13,ok,1947,"{'id': 'reuters', 'name': 'Reuters'}",,Apple eyes fuel purchases from dashboard as it revs up car software - Reuters,"Apple Inc <a href=""https://www.reuters.com/companies/AAPL.O"" target=""_blank"">(AAPL.O)</a> wants you to start buying gas directly from your car dashboard as early as this fall, when the newest version of its CarPlay software rolls out, accelerating the company…",https://www.reuters.com/business/autos-transportation/apple-eyes-fuel-purchases-dashboard-it-revs-up-car-software-2022-06-30/,https://www.reuters.com/resizer/qBxnnsIEK0H3LM0CpPbgxt1opa4=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/5GJEOOKKFFKP7BCCVAKHAAYJAM.jpg,2022-06-30T11:06:00Z,"June 30 (Reuters) - Apple Inc (AAPL.O) wants you to start buying gas directly from your car dashboard as early as this fall, when the newest version of its CarPlay software rolls out, accelerating th… [+4142 chars]"
14,ok,1947,"{'id': None, 'name': 'MacRumors'}",Sami Fathi,"Apple Announces New Features for Family Sharing, Including Shared iCloud Library","During WWDC 2022, Apple today announced new features and improvements to Family Sharing, including a long-awaited feature that lets families easily share photos and videos in the Shared Library. 





As part of iOS 16, Apple is making it easier for parents t…",https://www.macrumors.com/2022/06/06/ios-16-family-sharing-with-shared-library/,https://images.macrumors.com/t/0DRFXtv4snkonXH-6eIe7brvMqo=/1600x/article-new/2022/06/f1654536609.jpg,2022-06-06T17:39:18Z,"During WWDC 2022, Apple today announced new features and improvements to Family Sharing, including a long-awaited feature that lets families easily share photos and videos in the Shared Library. 
As… [+990 chars]"
15,ok,1947,"{'id': 'reuters', 'name': 'Reuters'}",,"As Apple upgrades its software, developers hunt for headset hints - Reuters.com","As Apple Inc <a href=""https://www.reuters.com/companies/AAPL.O"" target=""_blank"">(AAPL.O)</a> rolls out its usual stream of upgrades to operating systems for its iPhones, iPads and Macs at its annual software developer conference Monday, analysts and developer…",https://www.reuters.com/technology/apple-upgrades-its-software-developers-hunt-headset-hints-2022-06-06/,https://www.reuters.com/resizer/KmhKBdaeED1S85_s7Ndux6qhUbg=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/Q4KKOABGZBL7HGUTF57G7FHLE4.jpg,2022-06-06T11:03:00Z,"June 6 (Reuters) - As Apple Inc (AAPL.O) rolls out its usual stream of upgrades to operating systems for its iPhones, iPads and Macs at its annual software developer conference Monday, analysts and d… [+3721 chars]"
16,ok,1947,"{'id': 'reuters', 'name': 'Reuters'}",,"Apple and Android phones hacked by Italian spyware, Google says - Reuters","An Italian company's hacking tools were used to spy on Apple Inc<a href=""https://www.reuters.com/companies/AAPL.O"" target=""_blank"">(AAPL.O)</a> and Android smartphones in Italy and Kazakhstan, Alphabet Inc's<a href=""https://www.reuters.com/companies/GOOGL.O"" …",https://www.reuters.com/technology/apple-android-phones-hacked-by-italian-spyware-google-says-2022-06-23/,https://www.reuters.com/resizer/5_hmEI3sC8LXX938izIEVCVQoFg=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/NZN4HNB2IBM3TPQMIAH3VGEATE.jpg,2022-06-23T16:04:00Z,"SAN FRANCISCO, June 23 (Reuters) - An Italian company's hacking tools were used to spy on Apple Inc(AAPL.O) and Android smartphones in Italy and Kazakhstan, Alphabet Inc's(GOOGL.O) Google said in a r… [+2963 chars]"
17,ok,1947,"{'id': 'reuters', 'name': 'Reuters'}",,"China COVID controls makes Apple supplier Pegatron ""emphasise"" expansion elsewhere - Reuters.com","China's recent lockdowns to control the spread of COVID-19 have made Apple Inc <a href=""https://www.reuters.com/companies/AAPL.O"" target=""_blank"">(AAPL.O)</a> iPhone assembler Pegatron Corp <a href=""https://www.reuters.com/companies/4938.TW"" target=""_blank"">(…",https://www.reuters.com/technology/china-covid-controls-makes-apple-supplier-pegatron-emphasise-expansion-elsewhere-2022-06-15/,https://www.reuters.com/resizer/EILmRbUvGyvi-B2yYCaLdIyLWXU=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/LR3DVSBXEJPKZCSFLF4ZN25KIE.jpg,2022-06-15T06:56:00Z,"TAIPEI, June 15 (Reuters) - China's recent lockdowns to control the spread of COVID-19 have made Apple Inc (AAPL.O) iPhone assembler Pegatron Corp (4938.TW) ""emphasise"" its expansion in other countri… [+2013 chars]"
18,ok,1947,"{'id': 'reuters', 'name': 'Reuters'}",,U.S. House speaker Pelosi discloses trades in Apple and Microsoft - Reuters.com,"U.S. House Speaker Nancy Pelosi disclosed new stock market trades on Monday, showing purchases of options to buy shares of Apple Inc <a href=""https://www.reuters.com/companies/AAPL.O"" target=""_blank"">(AAPL.O)</a> and Microsoft Corp <a href=""https://www.reuter…",https://www.reuters.com/markets/us/us-house-speaker-pelosi-discloses-trades-apple-microsoft-2022-06-06/,https://www.reuters.com/resizer/el81_SYupMstdCHHMkFIhQmW9QE=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/RVXVOU5EBRINVN7YCEJ7L3XA6A.jpg,2022-06-06T16:34:00Z,"June 6 (Reuters) - U.S. House Speaker Nancy Pelosi disclosed new stock market trades on Monday, showing purchases of options to buy shares of Apple Inc (AAPL.O) and Microsoft Corp (MSFT.O).
In a per… [+2252 chars]"
19,ok,1947,"{'id': 'reuters', 'name': 'Reuters'}",,"A U.S. FCC commissioner urges Apple, Google to boot TikTok from app stores - Reuters","A Republican member of the Federal Communications Commission has urged the chief executives of Apple Inc <a href=""https://www.reuters.com/companies/AAPL.O"" target=""_blank"">(AAPL.O)</a> and Alphabet Inc's <a href=""https://www.reuters.com/companies/GOOGL.O"" tar…",https://www.reuters.com/technology/us-fcc-commissioner-urges-apple-google-boot-tiktok-app-stores-2022-06-29/,https://www.reuters.com/resizer/qXCgKjOAccuupeXRnmneQIpf5ag=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/GY3H2WOXNJJNPKT4BQWNSBLZQA.jpg,2022-06-29T23:29:00Z,"WASHINGTON/NEW YORK, June 29 (Reuters) - A Republican member of the Federal Communications Commission has urged the chief executives of Apple Inc (AAPL.O) and Alphabet Inc's (GOOGL.O) Google to kick … [+2445 chars]"
20,ok,1947,"{'id': None, 'name': 'MacRumors'}",Sami Fathi,watchOS 9 Drops Support for Apple Watch Series 3,"watchOS 9 has officially dropped support for the Apple Watch Series 3, as it will only be compatible with the Apple Watch Series 4 and later.





watchOS 9 includes several refinements to the Workout app, sleep tracking, and new and updated watch faces. watc…",https://www.macrumors.com/2022/06/06/watchos-9-support-for-series-3/,https://images.macrumors.com/t/lMq4OYW64AJbaCFLJTJ2hJ3Tmow=/1600x/article-new/2022/06/f1654537462.jpg,2022-06-06T18:04:49Z,"watchOS 9 has officially dropped support for the Apple Watch Series 3, as it will only be compatible with the Apple Watch Series 4 and later.
watchOS 9 includes several refinements to the Workout ap… [+142 chars]"
21,ok,1947,"{'id': 'reuters', 'name': 'Reuters'}",,Apple's Cook urges U.S. lawmakers to pass federal privacy law - Reuters,"Apple Inc <a href=""https://www.reuters.com/companies/AAPL.O"" target=""_blank"">(AAPL.O)</a> Chief Executive Tim Cook on Friday sent a letter to a group of U.S. lawmakers asking them to pass federal privacy legislation, according to a copy of the letter seen by …",https://www.reuters.com/world/us/apples-cook-urges-us-lawmakers-pass-federal-privacy-law-2022-06-10/,https://www.reuters.com/resizer/5JrH22X9RjQ73PMGZpKwk-6NdPQ=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/EP3X2HMUGJKNNHMMJZNTBNX2TM.jpg,2022-06-10T16:38:00Z,"June 10 (Reuters) - Apple Inc (AAPL.O) Chief Executive Tim Cook on Friday sent a letter to a group of U.S. lawmakers asking them to pass federal privacy legislation, according to a copy of the letter… [+458 chars]"
22,ok,1947,"{'id': None, 'name': 'MacRumors'}",Joe Rossignol,"Apple Announces Redesigned MacBook Air With M2 Chip, Notch, MagSafe, New Colors, and More","Apple today unveiled the next-generation MacBook Air with the all-new M2 chip, a redesigned unibody enclosure, a brighter display with a notch, new color options like Starlight and Midnight, MagSafe charging, a 1080p camera, and more.







The new ‌MacBook …",https://www.macrumors.com/2022/06/06/apple-announces-m2-macbook-air/,https://images.macrumors.com/t/EVeR3YCWDIam3Jp15LSgUosEVFo=/1600x/article-new/2022/06/macbook-air-m2.jpeg,2022-06-06T18:09:30Z,"Apple today unveiled the next-generation MacBook Air with the all-new M2 chip, a redesigned unibody enclosure, a brighter display with a notch, new color options like Starlight and Midnight, MagSafe … [+965 chars]"
23,ok,1947,"{'id': 'reuters', 'name': 'Reuters'}",,Australia's BNPL stocks wilt after Apple announces entry - Reuters.com,"Australia's 'buy now, pay later' shares (BNPL) dived on Tuesday after Apple <a href=""https://www.reuters.com/companies/AAPL.O"" target=""_blank"">(AAPL.O)</a> launched its pay later service, at a time when surging interest rates, stubborn prices and geopolitical…",https://www.reuters.com/markets/stocks/australias-bnpl-stocks-wilt-after-apple-announces-entry-2022-06-07/,https://www.reuters.com/resizer/pL-riMbkTJLqIjdeJ9ETOpdWAP4=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/KAZGT6TCANO6FFBBQAZDZK7AYU.jpg,2022-06-07T09:26:00Z,"June 7 (Reuters) - Australia's 'buy now, pay later' shares (BNPL) dived on Tuesday after Apple (AAPL.O) launched its pay later service, at a time when surging interest rates, stubborn prices and geop… [+1683 chars]"
24,ok,1947,"{'id': 'reuters', 'name': 'Reuters'}",,Tesla to seek investor approval for 3-for-1 stock split - Reuters.com,"Electric vehicle maker Tesla Inc <a href=""https://www.reuters.com/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> on Friday proposed a stock split at a three-to-one ratio in the form of a stock dividend, according to a regulatory filing.",https://www.reuters.com/business/autos-transportation/tesla-seek-investor-approval-3-for-1-stock-split-2022-06-10/,https://www.reuters.com/resizer/IXD7adVJ1XXzl0QrDlsCryANo6s=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/E6MJUYOIQBICHMXH2RD3JWRGHA.jpg,2022-06-10T20:59:00Z,"June 10 (Reuters) - Electric vehicle maker Tesla Inc (TSLA.O) on Friday proposed a stock split at a three-to-one ratio in the form of a stock dividend, according to a regulatory filing.
The proposal… [+927 chars]"
25,ok,1947,"{'id': None, 'name': 'MacRumors'}",Hartley Charlton,Apple Announces iOS 16: First Look at New Features,"Apple today previewed iOS 16, the company's next major update for the iPhone, featuring a redesigned, customizable Lock Screen, new sharing and personalization capabilities, and more.





An all-new, fully customizable Lock Screen allows users to edit a larg…",https://www.macrumors.com/2022/06/06/apple-announces-ios-16/,https://images.macrumors.com/t/24sn7sdb-Ls9AmRbFJsKq8jE2bI=/1600x/article-new/2022/06/ios-16-announcement.jpg,2022-06-06T17:08:44Z,"Apple today previewed iOS 16, the company's next major update for the iPhone, featuring a redesigned, customizable Lock Screen, new sharing and personalization capabilities, and more.
An all-new, fu… [+1034 chars]"
26,ok,1947,"{'id': None, 'name': 'MacRumors'}",Sami Fathi,iPad Finally Gains Weather App With iPadOS 16,"With iPadOS 16, Apple is finally bringing a native Weather app to the iPad, taking advantage of the larger ‌iPad‌ display. Apple is also introducing WeatherKit for developers on the platform.





The ‌iPad‌'s lack of a Weather app has been a long-running jok…",https://www.macrumors.com/2022/06/06/ipados-16-brings-weather-to-the-ipad/,https://images.macrumors.com/t/BEuzvzilUDylAY7CP8S2siGU6-8=/1600x/article-new/2022/06/f1654540296.jpg,2022-06-06T18:57:43Z,"With iPadOS 16, Apple is finally bringing a native Weather app to the iPad, taking advantage of the larger ‌iPad‌ display. Apple is also introducing WeatherKit for developers on the platform.
The ‌i… [+291 chars]"
27,ok,1947,"{'id': None, 'name': 'MacRumors'}",Sami Fathi,Craig Federighi Talks iOS 16 Lock Screen Redesign and More in Annual WWDC Episode of 'The Talk Show',"Apple's senior vice president of software engineering, Craig Federighi, joined by Apple's senior vice president of marketing, Greg Joswiak, have talked at length about iOS 16's lock screen redesign, iPadOS 16's and macOS Ventura's new ""Stage Manager"" feature,…",https://www.macrumors.com/2022/06/10/craig-federighi-wwdc-2022-talk-show/,https://images.macrumors.com/t/mrSggu7FOvK1f6kSJEe5VnRl8tg=/1600x/article-new/2022/06/craig-ios-16-wwdc.jpeg,2022-06-10T14:17:53Z,"Apple's senior vice president of software engineering, Craig Federighi, joined by Apple's senior vice president of marketing, Greg Joswiak, have talked at length about iOS 16's lock screen redesign, … [+553 chars]"
28,ok,1947,"{'id': 'reuters', 'name': 'Reuters'}",,Nasdaq futures tumble 3% on aggressive rate hike bets - Reuters,Futures tracking the tech-heavy Nasdaq tumbled nearly 3% on Monday as a widely watched part of the Treasury yield curve inverted on growing fears that aggressive interest rate hikes by the Federal Reserve will tip the economy into recession.,https://www.reuters.com/business/nasdaq-futures-tumble-3-aggressive-rate-hike-bets-2022-06-13/,https://www.reuters.com/resizer/b5H7M3pVhZjAimMNUCWca2ZwxLQ=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/MWGCSXXDZVLXPI6S2I6BGZCHXU.jpg,2022-06-13T09:42:00Z,June 13 (Reuters) - Futures tracking the tech-heavy Nasdaq tumbled nearly 3% on Monday as a widely watched part of the Treasury yield curve inverted on growing fears that aggressive interest rate hik… [+1316 chars]
29,ok,1947,"{'id': 'reuters', 'name': 'Reuters'}",,"Berkshire Hathaway buys 9.9 mln more Occidental shares, has 17.4% stake - Reuters","Warren Buffett's Berkshire Hathaway Inc <a href=""https://www.reuters.com/companies/BRKa.N"" target=""_blank"">(BRKa.N)</a> said it has bought another 9.9 million shares of Occidental Petroleum Corp <a href=""https://www.reuters.com/companies/OXY.N"" target=""_blank…",https://www.reuters.com/markets/europe/berkshire-hathaway-buys-99-mln-more-occidental-shares-has-174-stake-2022-07-02/,https://www.reuters.com/resizer/Wj62GL9wEGSPkubXnJrNNyoAdZk=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/KURUTFYS2FP3HLWTPP52CB2QXU.jpg,2022-07-02T03:11:00Z,"July 1 (Reuters) - Warren Buffett's Berkshire Hathaway Inc (BRKa.N) said it has bought another 9.9 million shares of Occidental Petroleum Corp (OXY.N), giving it a 17.4% stake in the oil company.
Be… [+1977 chars]"
30,ok,1947,"{'id': None, 'name': 'MacRumors'}",Joe Rossignol,Apple Developer Center Opens Ahead of WWDC 2022 With Rooms Named After macOS Releases,"Just one day ahead of WWDC 2022, the all-new Apple Developer Center has opened, with developers able to receive a brief tour of the first floor.



Big Sur studio at Apple Developer Center via Paul Hudson

Located on the Apple Park campus, Apple describes the…",https://www.macrumors.com/2022/06/05/apple-developer-center-opens/,https://images.macrumors.com/t/R06jHJ15I7aQ_CuczmAi8CkjBVs=/1600x/article-new/2022/06/apple-developer-center-room.jpg,2022-06-05T16:58:55Z,"Just one day ahead of WWDC 2022, the all-new Apple Developer Center has opened, with developers able to receive a brief tour of the first floor.
Located on the Apple Park campus, Apple describes the… [+1168 chars]"
31,ok,1947,"{'id': None, 'name': 'MacRumors'}",Joe Rossignol,iOS 16 Introduces Ability to Edit or Unsend iMessages,"Apple today announced that the Messages app on iOS 16 has been significantly enhanced with several new features.





iOS 16 introduces the ability to edit and unsend iMessages already sent, mark iMessage conversations as unread, and more. These features will…",https://www.macrumors.com/2022/06/06/imessage-ios-16-unsend-edit-features/,https://images.macrumors.com/t/wItmK4XyI-f3snRtSJ5s5I6ulGM=/1600x/article-new/2022/06/ios-16-imessage-edit-unsend.jpg,2022-06-06T17:34:20Z,"Apple today announced that the Messages app on iOS 16 has been significantly enhanced with several new features.
iOS 16 introduces the ability to edit and unsend iMessages already sent, mark iMessag… [+512 chars]"
32,ok,1947,"{'id': None, 'name': 'MacRumors'}",Joe Rossignol,Apple Releasing 35W Power Adapter With Dual USB-C Ports in Standard and Compact Sizes,"Following its WWDC 2022 keynote today, Apple has listed a new 35W power adapter with dual USB-C ports as ""coming soon"" on its online store. The adapter will be available in both standard and compact sizes, with both priced at $59 in the United States.





Th…",https://www.macrumors.com/2022/06/06/apple-35w-dual-usb-c-power-adapters/,https://images.macrumors.com/t/eGFWqrfJlzLy5tKocVqX5Oq3EAs=/1600x/article-new/2022/06/apple-35-power-adapters.jpg,2022-06-06T19:28:31Z,"Following its WWDC 2022 keynote today, Apple has listed a new 35W power adapter with dual USB-C ports as ""coming soon"" on its online store. The adapter will be available in both standard and compact … [+533 chars]"
